7524794.665,-4451689.692,0.0
5.563,-12.503,270.61607492318234
5.563,-12.502,270.6156215933992
5.563,-12.502,270.6164700688218
5.564,-12.501,270.61809978674916
5.564,-12.501,270.61603791440973
5.564,-12.5,270.6177454278584
5.565,-12.5,270.6185948999308
5.565,-12.499,270.6182134613131
5.565,-12.499,270.6192196035107
5.566,-12.498,270.6148811268925
5.566,-12.498,270.61349389827063
5.567,-12.498,270.6127282441297
5.567,-12.497,270.6146793407294
5.567,-12.497,270.6123360649487
5.567,-12.496,270.6136579245788
5.568,-12.496,270.6123487882389
5.568,-12.495,270.6116372772027
5.568,-12.495,270.6133532414942
5.575,-12.468,270.6153504693188
5.568,-12.466,270.60985533488554
5.559,-12.464,270.61344832749467
5.545,-12.462,270.61286577948397
5.526,-12.459,270.6050076519318
5.502,-12.457,270.60042784306796
5.472,-12.455,270.58936624474813
5.435,-12.452,270.5753727900989
5.391,-12.45,270.56013468327404
5.34,-12.447,270.5384747374498
5.305,-12.446,270.5205663151766
5.215,-12.44,270.486046821833
5.141,-12.435,270.4612548041048
5.059,-12.43,270.42461606379914
4.969,-12.425,270.3834731954236
4.869,-12.421,270.3686890694094
4.761,-12.416,270.3480601765726
4.645,-12.411,270.3308709548553
4.521,-12.406,270.3131599020841
4.39,-12.401,270.29161573794113
4.307,-12.398,270.27830731222315
4.104,-12.396,270.25929680442005
3.95,-12.395,270.26149422931064
3.791,-12.395,270.24587514799384
3.625,-12.394,270.2439450299041
3.454,-12.393,270.2281685090596
3.278,-12.392,270.2198397012068
3.096,-12.392,270.21136938024273
2.908,-12.391,270.1979928154753
2.715,-12.39,270.17184040927
2.597,-12.39,270.15589703756007
2.319,-12.388,270.132056730886
2.118,-12.388,270.1212250437713
1.916,-12.387,270.1059929808577
1.713,-12.387,270.106285799655
1.509,-12.386,270.09374255238134
1.303,-12.386,270.0772771177995
1.097,-12.385,270.06875800852515
0.888,-12.385,270.03722975220984
0.679,-12.384,270.0310900341274
0.552,-12.384,270.03433720858385
0.256,-12.383,270.0329638684592
0.042,-12.382,270.03409658023935
-0.173,-12.382,270.04881642168806
-0.389,-12.381,270.09103857189183
-0.606,-12.381,270.1848333723318
-0.824,-12.379,270.2872364870252
-1.043,-12.377,270.39888837279665
-1.264,-12.374,270.5413558610794
-1.486,-12.371,270.67696071076506
-1.619,-12.369,270.74763106534095
-1.932,-12.363,270.96327075344067
-2.157,-12.358,271.0882768032715
-2.383,-12.353,271.2377036074524
-2.609,-12.346,271.4043996034866
-2.836,-12.339,271.65426590529603
-3.062,-12.331,272.0193332205515
-3.287,-12.321,272.4292807062813
-3.509,-12.309,272.8880960099713
-3.727,-12.296,273.42399610070055
-3.901,-12.284,273.87855413772684
-4.157,-12.263,274.596400992452
-4.368,-12.242,275.20087235245296
-4.576,-12.22,275.8169271023209
-4.781,-12.196,276.4991132469693
-4.984,-12.17,277.2035333854216
-5.184,-12.141,277.96416555226193
-5.381,-12.11,278.7673583126359
-5.575,-12.077,279.59425691835037
-5.766,-12.041,280.4855140905449
